rid,preferred_name,definition,synonyms,acronyms
RID33712,circular layer of cervical part of detrusor,,circular layer of detrusor; stratum circulare (Pars cervicis vesicae) (Musculus detrusor vesicae); stratum circulare musculus detrusoris vesicae,
RID33713,internal longitudinal layer of cervical part of detrusor,,internal longitudinal layer of detrusor; stratum internum longitudinale (Vesica urinaria); stratum longitudinale internum musculus detrusoris vesicae,
RID33715,set of intestinal glands of large intestine,,glandulae intestinales intestini crassi,
RID33716,wall of lower gastrointestinal tract,,lower gastrointestinal tract wall,
RID33718,mucosa of region of ureter,,,
RID33732,mucosa of right major calyx,,right major calyx mucosa,
RID33733,mucosa of left major calyx,,left major calyx mucosa,
RID33734,mucosa of region of major calyx,,,
RID33745,mucosa of right minor calyx,,right minor calyx mucosa,
RID33746,mucosa of left minor calyx,,left minor calyx mucosa,
RID33747,mucosa of region of minor calyx,,,
RID33749,mucosa of right superior minor calyx,,right superior minor calyx mucosa,
RID3375,collateral,,,
RID33750,mucosa of left superior minor calyx,,left superior minor calyx mucosa,
RID33751,mucosa of subdivision of superior minor calyx,,,
RID33759,mucosa of right intermediate minor calyx,,right intermediate minor calyx mucosa,
RID33760,mucosa of left intermediate minor calyx,,left intermediate minor calyx mucosa,
RID33761,mucosa of subdivision of intermediate minor calyx,,,
RID33769,mucosa of right inferior minor calyx,,right inferior minor calyx mucosa,
RID33770,mucosa of left inferior minor calyx,,left inferior minor calyx mucosa,
RID33771,mucosa of subdivision of inferior minor calyx,,,
RID33780,lamina propria of zone of large intestine,,,
RID33781,lamina propria mucosae of cecum,,,
RID33783,lamina propria mucosae of segment of colon,,lamina propria mucosae of subdivision of colon,
RID33789,set of paracolic gutters,,paracolic gutters; paracolic gutters set,
RID3379,vasoconstriction,global narrowing of arteries as physiological response to external stimulus,,
RID33790,anatomical line of spleen,,,
RID33791,superior margin of spleen,,margo superior splenica,
RID33792,superior margin proper of spleen,,,
RID33793,inferior margin of spleen,,margo inferior splenica,
RID33794,marginal zone of spleen,,,
RID33795,vasculature of upper gastro-intestinal tract,,,
RID33796,glandular part of endometrium,,,
RID3380,vasospasm,pathologic narrowing typically affecting portion of arterial system; i.e. focal,,
RID33800,gyrus of brain,Segment of cerebral hemisphere which has as its direct proper parts cortical gray matter bounded by sulcal and surface fiat anatomical boundaries.,cerebral gyrus; gyrus of cerebral hemisphere,
RID33801,right parietal operculum,,right rolandic operculum,
RID33802,left parietal operculum,,left Rolandic operculum,
RID33803,segment of inferior frontal gyrus,,inferior frontal gyrus subdivision; subdivision of inferior frontal gyrus,
RID33804,polar part of right inferior frontal gyrus,,,
RID33805,polar part of left inferior frontal gyrus,,,
RID33806,sulcal segment of inferior frontal gyrus,,,
RID33807,sulcal segment of right inferior frontal gyrus,,,
RID33808,sulcal segment of left inferior frontal gyrus,,,
RID33809,segment of middle frontal gyrus,,middle frontal gyrus subdivision,
RID3381,infectious or inflammatory disease,,,
RID33810,sulcal segment of middle frontal gyrus,,,
RID33811,sulcal segment of right middle frontal gyrus,,,
RID33812,sulcal segment of left middle frontal gyrus,,,
RID33813,orbital part of middle frontal gyrus,,,
RID33814,orbital part of right middle frontal gyrus,,,
RID33815,orbital part of left middle frontal gyrus,,,
RID33816,segment of superior frontal gyrus,,subdivision of superior frontal gyrus; superior frontal gyrus subdivision,
RID33817,sulcal segment of superior frontal gyrus,,,
RID33820,orbital part of superior frontal gyrus,,,
RID33823,segment of precentral gyrus,,precentral gyrus subdivision,
RID33824,sulcal segment of precentral gyrus,,,
RID33825,sulcal segment of right precentral gyrus,,,
RID33826,sulcal segment of left precentral gyrus,,,
RID33827,segment of medial frontal gyrus,,,
RID33828,orbital part of medial frontal gyrus,,,
RID33831,superior part of medial frontal gyrus,,,
RID33834,sulcal segment of superior temporal gyrus,,,
RID33835,sulcal segment of right superior temporal gyrus,,,
RID33836,sulcal segment of left superior temporal gyrus,,,
RID33837,segment of middle temporal gyrus,,middle temporal gyrus subdivision,
RID33838,sulcal segment of middle temporal gyrus,,,
RID33839,sulcal segment of right middle temporal gyrus,,,
RID33840,sulcal segment of left middle temporal gyrus,,,
RID33841,segment of inferior temporal gyrus,,inferior temporal gyrus subdivision,
RID33842,sulcal segment of inferior temporal gyrus,,,
RID33843,sulcal segment of right inferior temporal gyrus,,,
RID33844,sulcal segment of left inferior temporal gyrus,,,
RID33845,sulcal segment of anterior transverse gyrus,,,
RID33846,sulcal segment of right anterior transverse gyrus,,,
RID33847,sulcal segment of left anterior transverse gyrus,,,
RID33848,sulcal segment of posterior transverse gyrus,,,
RID33849,sulcal segment of right posterior transverse gyrus,,,
RID33850,sulcal segment of left posterior transverse gyrus,,,
RID33851,segment of postcentral gyrus,,postcentral gyrus subdivision; subdivision of postcentral gyrus,
RID33852,sulcal segment of postcentral gyrus,,,
RID33853,sulcal segment of right postcentral gyrus,,,
RID33854,sulcal segment of left postcentral gyrus,,,
RID33855,sulcal segment of inferior parietal lobule,,,
RID33856,sulcal segment of right inferior parietal lobule,,,
RID33857,sulcal segment of left inferior parietal lobule,,,
RID33858,segment of supramarginal gyrus,,supramarginal gyrus subdivision,
RID33859,sulcal segment of supramarginal gyrus,,,
RID3386,primary sclerosing cholangitis,,,PSC
RID33860,sulcal segment of right supramarginal gyrus,,,
RID33861,sulcal segment of left supramarginal gyrus,,,
RID33862,segment of angular gyrus,,angular gyrus subdivision,
RID33863,sulcal segment of angular gyrus,,,
RID33864,sulcal segment of right angular gyrus,,,
RID33865,sulcal segment of left angular gyrus,,,
RID33866,sulcal segment of superior parietal lobule,,,
RID33867,sulcal segment of right superior parietal lobule,,,
RID33868,sulcal segment of left superior parietal lobule,,,
RID33869,segment of long insular gyrus,,long insular gyrus subdivision; subdivision of long insular gyrus,
RID3387,obstructive cholangitis,,,
RID33870,sulcal segment of long insular gyrus,,,
RID33871,sulcal segment of right long insular gyrus,,,
RID33872,sulcal segment of left long insular gyrus,,,
RID33873,segment of short insular gyrus,,short insular gyrus subdivision; subdivision of short insular gyrus,
RID33874,sulcal segment of short insular gyrus,,,
RID33875,sulcal segment of first short insular gyrus,,,
RID33876,sulcal segment of right first short insular gyrus,,,
RID33877,sulcal segment of left first short insular gyrus,,,
RID33878,sulcal segment of second short insular gyrus,,,
RID33879,sulcal segment of right second short insular gyrus,,,
RID3388,ascending cholangitis,,,
RID33880,sulcal segment of left second short insular gyrus,,,
RID33881,sulcal segment of intermediate short insular gyrus,,,
RID33882,sulcal segment of right intermediate short insular gyrus,,,
RID33883,sulcal segment of left intermediate short insular gyrus,,,
RID33884,sulcal segment of precentral gyrus of insula,,,
RID33885,sulcal segment of precentral gyrus of right insula,,,
RID33886,sulcal segment of precentral gyrus of left insula,,,
RID33887,sulcal segment of lingual gyrus,,,
RID33888,sulcal segment of right lingual gyrus,,,
RID33889,sulcal segment of left lingual gyrus,,,
RID3389,recurrent pyogenic cholangitis,,oriental cholangiohepatitis; oriental cholangitis,
RID33890,sulcal segment of superior occipital lobe,,,
RID33891,sulcal segment of right superior occipital lobe,,,
RID33892,sulcal segment of left superior occipital lobe,,,
RID33893,sulcal segment of inferior occipital lobe,,,
RID33894,sulcal segment of right inferior occipital lobe,,,
RID33895,sulcal segment of left inferior occipital lobe,,,
RID33898,sulcal segment of lateral occipital lobe,,,
RID33899,sulcal segment of right lateral occipital lobe,,,
RID33900,sulcal segment of left lateral occipital lobe,,,
RID33901,sulcal segment of cuneus,,,
RID33902,sulcal segment of right cuneus,,,
RID33903,sulcal segment of left cuneus,,,
RID33904,segment of parahippocampal gyrus,,parahippocampal gyrus subdivision; subdivision of parahippocampal gyrus,
RID33905,sulcal segment of gyrus of parahippocampal gyrus,,,
RID33906,sulcal segment of gyrus of right parahippocampal gyrus,,,
RID33907,sulcal segment of gyrus of left parahippocampal gyrus,,,
RID33908,segment of cingulate gyrus,,cingulate gyrus subdivision,
RID33909,sulcal segment of gyrus of cingulate gyrus,,,
RID33910,sulcal segment of gyrus of right cingulate gyrus,,,
RID33911,sulcal segment of gyrus of left cingulate gyrus,,,
RID33912,middle cingulate gyrus,,,
RID33913,right middle cingulate gyrus,,,
RID33914,left middle cingulate gyrus,,,
RID33915,segment of hippocampus proper,,hippocampus subdivision; subdivision of hippocampus,
RID33916,sulcal segment of gyrus of dentate gyrus,,,
RID33917,sulcal segment of gyrus of right dentate gyrus,,,
RID33918,sulcal segment of gyrus of left dentate gyrus,,,
RID33919,sulcal segment of gyrus of hippocampus,,,
RID3392,AIDS cholangitis,,,
RID33920,sulcal segment of gyrus of right hippocampus,,,
RID33921,sulcal segment of gyrus of left hippocampus,,,
RID33922,sulcal segment of gyrus of paraterminal gyrus,,,
RID33923,sulcal segment of gyrus of right paraterminal gyrus,,,
RID33924,sulcal segment of gyrus of left paraterminal gyrus,,,
RID33925,sulcal segment of paracentral lobule,,,
RID33926,sulcal segment of right paracentral lobule,,,
RID33927,sulcal segment of left paracentral lobule,,,
RID33928,,,,
RID3393,eosinophilic cholangitis,,,
RID33930,layer of CA field,,,
RID33931,layer of CA1 field,,,
RID33938,layer of CA2 field,,,
RID33945,layer of CA3 field,,,
RID33952,gray matter layer of segment of cerebellum,,,
RID33953,purkinje cell layer of segment of cerebellar cortex,,,
RID3396,emphysematous cholecystitis,"A variant of acute cholecystitis with inflammation of the gallbladder that is characterized by the pockets of gas in the gallbladder wall. It is due to secondary infection caused by gas-forming organisms, and has a high risk of perforation. [MeSH]",,
RID33961,molecular layer of segment of cerebellar cortex,,,
RID33969,granular layer of segment of cerebellar cortex,,,
RID3397,gangrenous cholecystitis,,,
RID33977,layer of subiculum,,,
RID3398,cholesterol granuloma,a foreign body giant cell reaction to cholesterol deposits,,
RID33981,segment of pyramidal ayer of subiculum,,,
RID33984,segment of molecular layer of subiculum,,,
RID33987,right olfactory cortex,,,
RID33988,left olfactory cortex,,,
RID33989,gray matter of segment of inferior frontal gyrus of frontal lobe,,region of cortex of gyrus of frontal lobe,
RID33994,medial nuclear group of right thalamus,,medial dorsal nucleus of right thalamus,
RID33995,right nucleus cornucommissuralis anterior,,,
RID33996,layer of dorsal nucleus of lateral geniculate body,,lamina of dorsal nucleus of lateral geniculate body,
RID33997,region of gray matter of neuraxis,,,
RID33998,segment of gray matter of neuraxis,,,
RID33999,segment of gray matter of telencephalon,,,
RID34,possibly,,may be; maybe; possible,
RID34000,segment of gray matter of diencephalon,,,
RID34001,zone of gray matter of neuraxis,,,
RID34002,zone of gray matter of diencephalon,,,
RID34003,zone of gray matter of telencephalon,,,
RID34004,right corona radiata,,,
RID34005,left corona radiata,,,
RID34008,left anterior spinocerebellar tract,,left ventral spinocerebellar tract,
RID34009,segment of cingulum bundle,,segment of cingulum of telencephalon,
RID34010,anterior segment of cingulum bundle,,anterior part of cingulum bundle,
