loinc_number,long_common_name,short_name,modality,anatomic_location,synonyms_count,top_synonyms
37659-0,XR Thoracic and lumbar spine AP for scoliosis W standing,XR T+L-Spine AP for Scoli W Stand,XR,Chest; Abdomen,40,1V; Abd; Abdo; Abdomen+; Abdominal
37660-8,XR Thoracic and lumbar spine Lateral for scoliosis W standing,XR T+L-Spine Lat for Scoli W Stand,XR,Chest; Abdomen,37,1V; Abd; Abdo; Abdomen+; Abdominal
37661-6,XR Acromioclavicular joint - right 2 Views,XR AC joint-R 2V,XR,Upper extremity; True; Right,31,2V; 2VW; AC joint; AC joint-R; ACJ
37662-4,XR Acromioclavicular joint - right AP,XR AC joint-R AP,XR,Upper extremity; True; Right,31,1V; AC joint; AC joint-R; ACJ; Anterio-Posterior
37663-2,XR Acromioclavicular joint - right Views WO and W weight,XR AC joint-R Views WO+W Wt,XR,Upper extremity; True; Right,34,AC joint; AC joint-R; ACJ; Arm; Document
37664-0,XR Acetabulum - right 2 Views,XR Acetabulum-R 2V,XR,Lower extremity; True; Right,27,2V; 2VW; Acetabulum-R; Document; EXT
37665-7,XR Ankle - right 3 Views,XR Ankle-R 3V,XR,Lower extremity; True; Right,32,3V; 3VW; Ankle-R; Document; EXT
37666-5,XR Ankle - right AP and Lateral and Mortise,XR Ankle-R AP+Lat+Mortise,XR,Lower extremity; True; Right,39,Ankle-R; Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Mortise
37667-3,XR Ankle - right AP and Lateral,XR Ankle-R AP+Lat,XR,Lower extremity; True; Right,37,Ankle-R; Anterio-Posterior; Anteroposterior; AP+Lat; Document
37668-1,XR Ankle - right AP and Lateral and oblique,XR Ankle-R AP+Lat+Obl,XR,Lower extremity; True; Right,39,Ankle-R; Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl
37669-9,XR Ankle - right Lateral Views W manual stress,XR Ankle-R Views Lat W man stress,XR,Lower extremity; True; Right,32,Ankle-R; Document; EXT; Extr-R; Films
37670-7,XR Ankle - right Lateral and Mortise,XR Ankle-R Lat+Mortise,XR,Lower extremity; True; Right,32,Ankle-R; Document; EXT; Extr-R; Films
37671-5,XR Ankle - right Mortise W manual stress,XR Ankle-R Mortise W man stress,XR,Lower extremity; True; Right,33,1V; Ankle-R; Document; EXT; Extr-R
37672-3,XR Ankle - right 2 Views W manual stress,XR Ankle-R 2V W man stress,XR,Lower extremity; True; Right,34,2V; 2VW; Ankle-R; Document; EXT
37673-1,XR Ankle - right Views W manual stress,XR Ankle-R Views W man stress,XR,Lower extremity; True; Right,31,Ankle-R; Document; EXT; Extr-R; Films
37674-9,XR tomography Ankle - right,XR tomo Ankle-R,XR,Lower extremity; True; Right,27,Ankle-R; Document; EXT; Extr-R; Finding
37675-6,XR Ankle - right 2 Views W standing,XR Ankle-R 2V W Stand,XR,Lower extremity; True; Right,35,2V; 2VW; Ankle-R; Document; EXT
37676-4,XR Ankle - right Views W standing,XR Ankle-R Views W Stand,XR,Lower extremity; True; Right,32,Ankle-R; Document; EXT; Extr-R; Films
37677-2,XR Wrist - right Carpal tunnel,XR Wrist-R Carpal tunnel,XR,Upper extremity; True; Right,29,1V; Arm; Carpal bone; Carpal bones; Carpal bones and joint
37678-0,XR Wrist - right 2 Carpal tunnel Views,XR Wrist-R 2V Carpal tunnel,XR,Upper extremity; True; Right,32,2V; 2V Carpal tunnel; 2VW; Arm; Carpal bone
37679-8,XR Clavicle - right 2 Views,XR Clavicle-R 2V,XR,Chest; True; Right,23,2V; 2VW; Clavicle-R; CXR; Document
37680-6,XR Clavicle - right AP and Serendipity,XR Clavicle-R AP+Serendipity,XR,Chest; True; Right,27,Anterio-Posterior; Anteroposterior; AP+Serendipity; Clavicle-R; CXR
37681-4,XR Elbow - right 2 Views,XR Elbow-R 2V,XR,Upper extremity; True; Right,33,2V; 2VW; Arm; Document; Elbow-R
37682-2,XR Elbow - right 3 Views,XR Elbow-R 3V,XR,Upper extremity; True; Right,33,3V; 3VW; Arm; Document; Elbow-R
37683-0,XR Elbow - right 4 Views,XR Elbow-R 4V,XR,Upper extremity; True; Right,32,4V; 4VW; Arm; Document; Elbow-R
37684-8,XR Elbow - right AP and Lateral,XR Elbow-R AP+Lat,XR,Upper extremity; True; Right,38,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
37685-5,XR Elbow - right AP and Lateral and oblique,XR Elbow-R AP+Lat+Obl,XR,Upper extremity; True; Right,40,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl; Arm
37686-3,XR Elbow - right 2 Oblique Views,XR Elbow-R 2V Obl,XR,Upper extremity; True; Right,36,2V; 2V Obl; 2V+Obl; 2VW; Arm
37687-1,XR Elbow - right Oblique Views,XR Elbow-R Views Obl,XR,Upper extremity; True; Right,32,Arm; Document; Elbow-R; EXT; Extr-R
37688-9,XR tomography Elbow - right,XR tomo Elbow-R,XR,Upper extremity; True; Right,28,Arm; Document; Elbow-R; EXT; Extr-R
37689-7,XR Femur - right Single view,XR Femur-R 1V,XR,Lower extremity; True; Right,28,1V; Document; EXT; Extr-R; Femoral
37690-5,XR Femur - right 2 Views,XR Femur-R 2V,XR,Lower extremity; True; Right,30,2V; 2VW; Document; EXT; Extr-R
37691-3,XR Femur - right 4 Views,XR Femur-R 4V,XR,Lower extremity; True; Right,29,4V; 4VW; Document; EXT; Extr-R
37692-1,XR Femur - right AP and Lateral,XR Femur-R AP+Lat,XR,Lower extremity; True; Right,35,Anterio-Posterior; Anteroposterior; AP+Lat; Document; EXT
37693-9,XR Femur - right Views W standing,XR Femur-R Views W Stand,XR,Lower extremity; True; Right,30,Document; EXT; Extr-R; Femoral; Femur-R
37694-7,XR Finger - right 2 Views,XR Finger-R 2V,XR,Upper extremity; True; Right,31,2V; 2VW; Arm; Document; EXT
37695-4,XR Finger - right 3 Views,XR Finger-R 3V,XR,Upper extremity; True; Right,31,3V; 3VW; Arm; Document; EXT
37696-2,XR Finger - right AP and Lateral and oblique,XR Finger-R AP+Lat+Obl,XR,Upper extremity; True; Right,38,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl; Arm
37697-0,XR Foot - right 2 Views,XR Foot-R 2V,XR,Lower extremity; True; Right,33,2V; 2VW; Document; EXT; Extr-R
37698-8,XR Foot - right 2 Views W standing,XR Foot-R 2V W Stand,XR,Lower extremity; True; Right,36,2V; 2VW; Document; EXT; Extr-R
37699-6,XR Foot - right 3 Views,XR Foot-R 3V,XR,Lower extremity; True; Right,33,3V; 3VW; Document; EXT; Extr-R
37700-2,XR Foot - right 3 Views W standing,XR Foot-R 3V W Stand,XR,Lower extremity; True; Right,36,3V; 3VW; Document; EXT; Extr-R
37701-0,XR Foot - right AP and Lateral,XR Foot-R AP+Lat,XR,Lower extremity; True; Right,40,Anterio-Posterior; Anteroposterior; AP+Lat; Axial plantar; Document
37702-8,XR Foot - right AP and Lateral and oblique,XR Foot-R AP+Lat+Obl,XR,Lower extremity; True; Right,42,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl; Axial plantar
37703-6,XR Foot - right Lateral,XR Foot-R Lat,XR,Lower extremity; True; Right,32,1V; Document; EXT; Extr-R; Film
37704-4,XR Foot - right Oblique,XR Foot-R Obl,XR,Lower extremity; True; Right,32,1V; Document; EXT; Extr-R; Film
37705-1,XR Foot - right Views W manual stress,XR Foot-R Views W man stress,XR,Lower extremity; True; Right,32,Document; EXT; Extr-R; Films; Finding
37706-9,XR tomography Foot - right,XR tomo Foot-R,XR,Lower extremity; True; Right,28,Document; EXT; Extr-R; Finding; Findings
37707-7,XR Radius and Ulna - right 2 Views,XR Radius+Ulna-R 2V,XR,Upper extremity; True; Right,28,2V; 2VW; Arm; Document; EXT
37708-5,XR Radius and Ulna - right AP and Lateral,XR Radius+Ulna-R AP+Lat,XR,Upper extremity; True; Right,33,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
37709-3,XR Radius and Ulna - right Oblique Views,XR Radius+Ulna-R Views Obl,XR,Upper extremity; True; Right,27,Arm; Document; EXT; Extr-R; Films
37710-1,XR Hand - right AP and Lateral,XR Hand-R AP+Lat,XR,Upper extremity; True; Right,37,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
37711-9,XR Hand - right AP and Lateral and oblique,XR Hand-R AP+Lat+Obl,XR,Upper extremity; True; Right,39,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl; Arm
37712-7,XR Hand - right Lateral,XR Hand-R Lat,XR,Upper extremity; True; Right,31,1V; Arm; Document; EXT; Extr-R
37713-5,XR Hand - right PA and Lateral,XR Hand-R PA+Lat,XR,Upper extremity; True; Right,33,Arm; Document; EXT; Extr-R; Films
37714-3,XR Hand - right PA,XR Hand-R PA,XR,Upper extremity; True; Right,31,1V; Arm; Document; EXT; Extr-R
37715-0,XR Hand - right PA and Lateral and Oblique,XR Hand-R PA+Lat+Obl,XR,Upper extremity; True; Right,35,Arm; Document; EXT; Extr-R; Films
37716-8,XR Hand - right Views,XR Hand-R Views,XR,Upper extremity; True; Right,29,Arm; Document; EXT; Extr-R; Films
37717-6,XR tomography Hand - right,XR tomo Hand-R,XR,Upper extremity; True; Right,27,Arm; Document; EXT; Extr-R; Finding
37718-4,XR Calcaneus - right 2 Views,XR Heel-R 2V,XR,Lower extremity; True; Right,31,2V; 2VW; Calcaneous; Document; EXT
37719-2,XR Calcaneus - right AP and Lateral,XR Heel-R AP+Lat,XR,Lower extremity; True; Right,36,Anterio-Posterior; Anteroposterior; AP+Lat; Calcaneous; Document
37720-0,XR Calcaneus - right Views W standing,XR Heel-R Views W Stand,XR,Lower extremity; True; Right,31,Calcaneous; Document; EXT; Extr-R; Films
37721-8,XR Hip - right 2 Views,XR Hip-R 2V,XR,Lower extremity; True; Right,32,2V; 2VW; Document; EXT; Extr-R
37722-6,XR Hip - right 3 Views,XR Hip-R 3V,XR,Lower extremity; True; Right,32,3V; 3VW; Document; EXT; Extr-R
37723-4,XR Hip - right AP and Lateral crosstable,XR Hip-R AP+Lat Xtable,XR,Lower extremity; True; Right,40,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat Xtable; Cross table
37724-2,XR Hip - right AP and Lateral frog,XR Hip-R AP+Lat frog,XR,Lower extremity; True; Right,40,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat frog; Document
37725-9,XR Hip - right AP and Lateral,XR Hip-R AP+Lat,XR,Lower extremity; True; Right,37,Anterio-Posterior; Anteroposterior; AP+Lat; Document; EXT
37726-7,XR Hip - right AP,XR Hip-R AP,XR,Lower extremity; True; Right,32,1V; Anterio-Posterior; Anteroposterior; Document; EXT
37727-5,XR Hip - right Lateral crosstable,XR Hip-R Lat Xtable,XR,Lower extremity; True; Right,34,1V; Cross table; Document; EXT; Extr-R
37728-3,XR Hip - right Oblique crosstable,XR Hip-R Obl Xtable,XR,Lower extremity; True; Right,34,1V; Cross table; Document; EXT; Extr-R
37729-1,XR Hip - right Lateral frog,XR Hip-R Lat frog,XR,Lower extremity; True; Right,34,1V; Document; EXT; Extr-R; Film
37730-9,XR Hip - right Lateral,XR Hip-R Lat,XR,Lower extremity; True; Right,31,1V; Document; EXT; Extr-R; Film
37731-7,XR Hip - right Single view W standing,XR Hip-R 1V W Stand,XR,Lower extremity; True; Right,33,1V; Document; EXT; Extr-R; Film
37732-5,XR Hip - right Judet,XR Hip-R Judet,XR,Lower extremity; True; Right,30,1V; Document; EXT; Extr-R; Film
37733-3,XR Lower extremity - right AP W standing,XR LE-R AP W Stand,XR,Lower extremity; True; Right,29,1V; Anterio-Posterior; Anteroposterior; Document; EXT
37734-1,XR Lower extremity - right Single view W standing,XR LE-R 1V W Stand,XR,Lower extremity; True; Right,27,1V; Document; EXT; Extr-R; Film
37735-8,XR tomography Hip - right,XR tomo Hip-R,XR,Lower extremity; True; Right,27,Document; EXT; Extr-R; Finding; Findings
37736-6,XR Humerus - right AP and Lateral,XR Humerus-R AP+Lat,XR,Upper extremity; True; Right,33,Anterio-Posterior; Anteroposterior; AP+Lat; Arm; Document
37737-4,XR Humerus - right Oblique Views,XR Humerus-R Views Obl,XR,Upper extremity; True; Right,27,Arm; Document; EXT; Extr-R; Films
37738-2,XR Humerus - right Views,XR Humerus-R Views,XR,Upper extremity; True; Right,25,Arm; Document; EXT; Extr-R; Films
37739-0,RFA Iliac artery - right Views W contrast IA,RFA Iliac a-R Views W contr IA,RF,True; Right; Abdomen; Pelvis,35,Abd; Abd+Pelvis; Abdo; Abdominal; Art
37740-8,XR Knee - right AP and Lateral and Sunrise and tunnel,XR Knee-R AP+Lat+Sunrise+Tunnel,XR,Lower extremity; True; Right,43,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Sunrise; AP+Lat+Sunrise+Tunnel
37741-6,XR Knee - right Single view,XR Knee-R 1V,XR,Lower extremity; True; Right,31,1V; Document; EXT; Extr-R; Film
37742-4,XR Knee - right 3 Views,XR Knee-R 3V,XR,Lower extremity; True; Right,33,3V; 3VW; Document; EXT; Extr-R
37743-2,XR Knee - right 4 Views,XR Knee-R 4V,XR,Lower extremity; True; Right,32,4V; 4VW; Document; EXT; Extr-R
37744-0,XR Knee - right 5 Views,XR Knee-R 5V,XR,Lower extremity; True; Right,32,5V; 5VW; Document; EXT; Extr-R
37745-7,XR Knee - right AP and Lateral,XR Knee-R AP+Lat,XR,Lower extremity; True; Right,38,Anterio-Posterior; Anteroposterior; AP+Lat; Document; EXT
37746-5,XR Knee - right Views AP W manual stress,XR Knee-R Views AP W man stress,XR,Lower extremity; True; Right,37,Anterio-Posterior; Anteroposterior; Document; EXT; Extr-R
37747-3,XR Knee - right AP and Lateral and Tunnel,XR Knee-R AP+Lat+Tunnel,XR,Lower extremity; True; Right,39,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Tunnel; Document
37748-1,XR Knee - right AP and Lateral and oblique,XR Knee-R AP+Lat+Obl,XR,Lower extremity; True; Right,40,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Obl; Document
37749-9,XR Knee - right AP and Lateral and Sunrise,XR Knee-R AP+Lat+Sunrise,XR,Lower extremity; True; Right,42,Anterio-Posterior; Anteroposterior; AP+Lat; AP+Lat+Sunrise; Document
37750-7,XR Knee - right Lateral W extension,XR Knee-R Lat W Ext,XR,Lower extremity; True; Right,32,1V; Document; EXT; Extr-R; Film
37751-5,XR Knee - right Lateral,XR Knee-R Lat,XR,Lower extremity; True; Right,32,1V; Document; EXT; Extr-R; Film
37752-3,XR Knee - right Rosenberg W standing,XR Knee-R Rosenberg W Stand,XR,Lower extremity; True; Right,37,1V; Arthritis; Document; EXT; Extr-R
37753-1,XR Knee - right Views W manual stress,XR Knee-R Views W man stress,XR,Lower extremity; True; Right,32,Document; EXT; Extr-R; Films; Finding
37754-9,XR Knee - right Lateral W standing,XR Knee-R Lat W Stand,XR,Lower extremity; True; Right,35,1V; Document; EXT; Extr-R; Film
37755-6,XR Knee - right PA W standing,XR Knee-R PA W Stand,XR,Lower extremity; True; Right,35,1V; Document; EXT; Extr-R; Film
37756-4,XR Knee - right Tunnel W standing,XR Knee-R Tunnel W Stand,XR,Lower extremity; True; Right,34,1V; Document; EXT; Extr-R; Film
37757-2,XR Knee - right Oblique Views,XR Knee-R Views Obl,XR,Lower extremity; True; Right,32,Document; EXT; Extr-R; Films; Finding
37758-0,XR Knee - right Views,XR Knee-R Views,XR,Lower extremity; True; Right,30,Document; EXT; Extr-R; Films; Finding
37759-8,XR Knee - right Sunrise and Tunnel,XR Knee-R Sunrise+Tunnel,XR,Lower extremity; True; Right,35,Document; EXT; Extr-R; Films; Finding
37760-6,XR tomography Knee - right,XR tomo Knee-R,XR,Lower extremity; True; Right,28,Document; EXT; Extr-R; Finding; Findings
37761-4,XR Knee - right Tunnel,XR Knee-R Tunnel,XR,Lower extremity; True; Right,31,1V; Document; EXT; Extr-R; Film
37762-2,XR Knee - right 2 Views W standing,XR Knee-R 2V W Stand,XR,Lower extremity; True; Right,36,2V; 2VW; Document; EXT; Extr-R
37763-0,XR Knee - right 4 Views W standing,XR Knee-R 4V W Stand,XR,Lower extremity; True; Right,35,4V; 4VW; Document; EXT; Extr-R
37764-8,XR Lower extremity - right Single view,XR LE-R 1V,XR,Lower extremity; True; Right,24,1V; Document; EXT; Extr-R; Film
37765-5,RFA Lower extremity vessels - right Views W contrast,RFA LE ves-R Views W contr,RF,Lower extremity; True; Right,35,c; Contr; Contra; Contrst; Document
37766-3,XR tomography Lower extremity - right,XR tomo LE-R,XR,Lower extremity; True; Right,21,Document; EXT; Extr-R; Finding; Findings
37767-1,RFA Lower extremity veins - right Views W contrast IV,RFA LE vv-R Views W contr IV,RF,Lower extremity; True; Right,38,c; Cardio; Cardiology; Contr; Contra
37768-9,MG Breast - right 2 Views,MG Brst-R 2V,MG,Breast; True; Right,18,2V; 2VW; Brst; Brst-R; Document
37769-7,MG Breast - right Magnification and Spot,MG Brst-R Mag+Spot,MG,Breast; True; Right,16,Brst; Brst-R; Document; Films; Finding
37770-5,MG Breast - right Tangential,MG Brst-R Tangential,MG,Breast; True; Right,16,1V; Brst; Brst-R; Document; Film
37771-3,MG Breast - right True lateral,MG Brst-R True lat,MG,Breast; True; Right,17,1V; Brst; Brst-R; Document; Film
37772-1,MG Breast - right XCCL,MG Brst-R XCCL,MG,Breast; True; Right,20,1V; Brst; Brst-R; Cranio Caudal view eXaggerated to axilLa; Document
37773-9,MG Breast - right Magnification,MG Brst-R Mag,MG,Breast; True; Right,16,1V; Brst; Brst-R; Document; Film
37774-7,MG Breast - right Views,MG Brst-R Views,MG,Breast; True; Right,15,Brst; Brst-R; Document; Films; Finding
37775-4,MG Breast - right Rolled Views,MG Brst-R Views rolled,MG,Breast; True; Right,15,Brst; Brst-R; Document; Films; Finding
37776-2,XR Patella - right AP and Lateral,XR Patella-R AP+Lat,XR,Lower extremity; True; Right,32,Anterio-Posterior; Anteroposterior; AP+Lat; Document; EXT
37777-0,XR Patella - right Views,XR Patella-R Views,XR,Lower extremity; True; Right,24,Document; EXT; Extr-R; Films; Finding
37778-8,RFA Popliteal artery - right Views W contrast IA,RFA Pop a-R Views W contr IA,RF,Lower extremity; True; Right,37,Art; Arteriogram; c; Cardio; Cardiology
37779-6,RFA Right pulmonary arteries Views W contrast IA,RFA PA-R Views W contr IA,RF,Chest; True; Right,30,Arteriogram; c; Contr; Contra; Contrst
37780-4,XR Ribs - right 2 Views,XR Ribs-R 2V,XR,Chest; True; Right,22,2V; 2VW; CXR; Document; Films
37781-2,XR Ribs - right 3 Views,XR Ribs-R 3V,XR,Chest; True; Right,22,3V; 3VW; CXR; Document; Films
37782-0,XR Ribs - right Anterior and Lateral,XR Ribs-R Ant+Lat,XR,Chest; True; Right,21,Ant+Lat; CXR; Document; Films; Finding
37783-8,XR Ribs - right AP,XR Ribs-R AP,XR,Chest; True; Right,22,1V; Anterio-Posterior; Anteroposterior; CXR; Document
37784-6,XR Ribs - right Lateral,XR Ribs-R Lat,XR,Chest; True; Right,21,1V; CXR; Document; Film; Finding
37785-3,RF Sacroiliac joint - right Arthrogram,RF SIJ-R Views W contr IS,RF,Pelvis; True; Right,37,Arthrogram; Arthrography; c; Contr; Contra
37786-1,XR Sacroiliac joint - right Views,XR SIJ-R Views,XR,Pelvis; True; Right,23,Document; Films; Finding; Findings; Imaging
37787-9,XR Scapula - right 2 Views,XR Scapula-R 2V,XR,Chest; True; Right,23,2V; 2VW; CXR; Document; Films
37788-7,XR Scapula - right AP and Lateral,XR Scapula-R AP+Lat,XR,Chest; True; Right,28,Anterio-Posterior; Anteroposterior; AP+Lat; CXR; Document
37789-5,XR Scapula - right AP and Y,XR Scapula-R AP+Y,XR,Chest; True; Right,26,Anterio-Posterior; Anteroposterior; AP+Y; CXR; Document
37790-3,XR Scapula - right Y,XR Scapula-R Y,XR,Chest; True; Right,22,1V; CXR; Document; Film; Finding
37791-1,XR Shoulder - right Stryker Notch,XR Should-R Stryker Notch,XR,Upper extremity; True; Right,30,1V; Arm; Document; EXT; Extr-R
37792-9,XR Shoulder - right Single view,XR Should-R 1V,XR,Upper extremity; True; Right,30,1V; Arm; Document; EXT; Extr-R
37793-7,XR Shoulder - right 2 Views,XR Should-R 2V,XR,Upper extremity; True; Right,32,2V; 2VW; Arm; Document; EXT
37794-5,XR Shoulder - right 4 Views,XR Should-R 4V,XR,Upper extremity; True; Right,31,4V; 4VW; Arm; Document; EXT
37795-2,XR Shoulder - right 5 Views,XR Should-R 5V,XR,Upper extremity; True; Right,31,5V; 5VW; Arm; Document; EXT
37796-0,XR Shoulder - right 6 Views,XR Should-R 6V,XR,Upper extremity; True; Right,30,6V; Arm; Document; EXT; Extr-R
37797-8,XR Shoulder - right AP and Stryker Notch,XR Should-R AP+Stryker Notch,XR,Upper extremity; True; Right,35,Anterio-Posterior; Anteroposterior; AP+Stryker Notch; Arm; Document
37798-6,XR Shoulder - right AP,XR Should-R AP,XR,Upper extremity; True; Right,32,1V; Anterio-Posterior; Anteroposterior; Arm; Document
37799-4,XR Shoulder - right AP and West Point and Outlet,XR Should-R AP+West Point+Outlet,XR,Upper extremity; True; Right,37,Anterio-Posterior; Anteroposterior; AP+West Point; AP+West Point+Outlet; Arm
37800-0,XR Shoulder - right Axillary,XR Should-R Ax,XR,Upper extremity; True; Right,30,1V; Arm; Document; EXT; Extr-R
37801-8,XR Shoulder - right Garth,XR Should-R Garth,XR,Upper extremity; True; Right,31,1V; Apical Oblique; Arm; Document; EXT
37802-6,XR Shoulder - right Outlet,XR Should-R Outlet,XR,Upper extremity; True; Right,31,1V; Arm; Document; EXT; Extr-R
37803-4,XR Shoulder - right Lateral and Y,XR Should-R Lat+Y,XR,Upper extremity; True; Right,31,Arm; Document; EXT; Extr-R; Films
37804-2,XR Shoulder - right Outlet and Y,XR Should-R Outlet+Y,XR,Upper extremity; True; Right,31,Arm; Document; EXT; Extr-R; Films
